,review_comments,star_rating
1533,"I really like this app but the the amount of ads are crazy! Wayyy too many. On a good note, the personalisation. I really like the different range of balls and the night time vortex, where everything stands out, and is all black. The trails are really neat too! Although the ball is quite sensitive when dodging around the obstacles. It is still great! I got a score of 104 on my second go! I'd definitely recommend this app! Also i have the samsung galaxy s4 so you can definitely 8nstall this if you have the same phone as me!ÄÅ¸ËÅ   "")",4
1537,"Overall the game is nice and charming. It's good for a short play session each day. However, I think the current (soon to be over) butterfly event is rigged against people who don't have/use tickets. The failure rate on catching them is phenomenally high, and the only way to guarantee you make decent headway in the event is to spend all your tickets to catch them.  "")",5
1539,A great addition to any idle game library I highly recommend it.  They never make you feel like you have to buy anything and I have been playing for months.  '),5
1540,"It teaches you what is going to happen in the future the drama, dating, more drama  ')",4
1541,"This is pretty darn good.  Just one problem. Let's say you on a Squad of four, you die and are spectating the others who are left. You can only see what they see. Its annoying.  You should put it so that spectating people can pivot around and watch their teammates back.  And like when they snipe with a scope. You can't see what they're seeing through the scope. That's all I have a problem with.  Oh and can you possibly add an Australian server? Other than those small faults the game is amazing and fun as to play and talk to your team  "")",5
1542,"Great game, but it needs more parts. I understand its hard to do this, so it makes sense if it takes a while. Ill help in any way i can Edit: the devs of this game are great at replying! They dont use bots they actually reply personally!(or their bots ar really good) it needs to be on greenlight in steam.  ')",5
1543,"Just d/l this like a week ago. Very good game, the turn based RPG style works well, the graphics are top notch, as well as the sound is accurate and superb. The only thing is: I just updated it and now cant get past the Lucas film/Disney screen now. The update was not interrupted at all when I downloaded it, but I suspect it got corrupted, contacting support, hope they can help me I do NOT want to start over.  ')",4
1547,"I think you shouldn't call this PUZZLE GAME. Its so much more! Its a whole new way of thinking spatially...I have AADD. Tetris is my forte. This game makes you think ENTIRELY differently. Its not Tetris which is so well-ordered I mastered it fast. This game is so great for a mind like mind. You have to think differently than you ever have .Name it SPACIAL THINKING. Or something . This game has given a whole new perspective that orderly doesn't matter....a whole new way of thinking. My psychiatrist is telling patients to play it. It is life-changing  "")",5
1549,"I am well pleased with the difficulty level, progression, and graphics of this game. It's easier to figure out a word when stuck with letters from the surrounding words so I get stuck less often!!  "")",5
1552,"Love it. Only thing is there is a glitch when you watch an ad for 200 thingy things you get a menu that lets you get 200 more. Than again, than again. Its better on our side than yours but it would be a good fox so you have to earn them! I love all your games, wish I had all of them but I have limited storage!  ')",5
1553,"This is deffinately one of my favorite games I love the stories they are very addictive. Which does make annoyed  about how many key at the time you can have. I think the limit should be at least 5. Also about the gems and premium choices. You can't call your game choices and make not all of the choices available unless you spend money on them. Not everyone can afford to do so.  "")",5
1554,"Great teaching tool. Very animated  too. Super great cue ball teaching aid lets you see exactly how the cue ball reacts to the various strike points.  You can actually pick the spot on the cue ball you want to strike with your cue tip and then watch the cue ball react ! About as close to actually playing the game on a table as I've seen so far.  "")",5
1555,"Very creative and engaging. Combines ample and equal elements of fun, adventure, interaction, collecting and solving -- which keep you wanting to just keep playing. Has some errors in the story writing (spelling/missing words) but they surely don't take away from the appealing nature of the game. Overall .... a fantastic game with impressive and gorgeous graphics -- have been enjoying thoroughly.  "")",5
1556,"The best ever until it started acting up. I uninstalled and reinstalled and now it works fine. Took me back to the level I was on. Great. But started me back at day one of rewards and took away my boosters which I'd saved a lot of for higher levels. Now what?  "")",5
1557,"Usual issues with it becoming difficult without purchases on pro tours. Would be happy to pay one off $75 for unlimited balls. I.e. Similar to purchasing a console game.  #DailyTournaments are needed to ensure routes to play if your not feeling like playing  pro cash 1M.   Finally, like Zynga games we should be able to add friends within the game not rely on FB. Hardly any of my friends play. Don't get any gifts (Like Zynga Poker).  "")",4
1559,"I absolutely love this game but there is work that needs to be done. Such as the ad videos, i watch them to revive but most of the time after I finish the video the screen turns black and I have to exit out and start over and it really gets on my nerves, pls fix it Ã¢ï¿½Â¤ÄÅ¸â¢ï¿½ÄÅ¸ï¿½Â¼  ')",4
